objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_edgwoo,id,buff_dist
3124,27814,USA.PointAddress,00:00:00,100.0,00:00:00,"821 East Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,821,,,R,East,,Ave,,,821 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547907,41.076212,-81.547601,41.07619,-81.548907,-81.546907,41.075212,41.077212,821 EAST AV,,Akron,,,44307,,,27814,13020063,821 EAST AV,Akron,44307,,,0,0,2640.0
3125,27791,USA.StreetAddress,00:00:00,90.1,00:00:00,"820 East Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,820,828,816,L,East,,Ave,,,820 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547979,41.076232,-81.547979,41.076232,-81.548979,-81.546979,41.075232,41.077232,820 EAST AV,,Akron,,,44320,,,27791,8018717,820 EAST AV,Akron,44320,,,0,0,2640.0
3126,27714,USA.StreetAddress,00:00:00,90.1,00:00:00,"818 East Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,818,828,816,L,East,,Ave,,,818 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547978,41.076236,-81.547978,41.076236,-81.548978,-81.546978,41.075236,41.077236,818 EAST AV,,Akron,,,44320,,,27714,8005330,818 EAST AV,Akron,44320,,,0,0,2640.0
3127,22213,USA.PointAddress,00:00:00,100.0,00:00:00,"647 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,647,,,R,,,Edgewood,Ave,,647 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539765,41.07632,-81.539471,41.07632,-81.540765,-81.538765,41.07532,41.07732,647 EDGEWOOD AV,,,,,44307,,,22213,96-041565,647 EDGEWOOD AV,,44307,,,0,0,2640.0
3128,22204,USA.StreetAddress,00:00:00,100.0,00:00:00,"649 Edgewood Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,649,649,629,R,,,Edgewood,Ave,,649 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539761,41.076321,-81.539761,41.076321,-81.540761,-81.538761,41.075321,41.077321,647 & 649 EDGEWOOD AV,,,,,44307,,,22204,03-026898,647 & 649 EDGEWOOD AV,,44307,,,0,0,2640.0
3129,22259,USA.StreetAddress,00:00:00,100.0,00:00:00,"649 Edgewood Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,649,649,629,R,,,Edgewood,Ave,,649 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539761,41.076321,-81.539761,41.076321,-81.540761,-81.538761,41.075321,41.077321,649 EDGEWOOD AV,,,,,44307,,,22259,96-035175,649 EDGEWOOD AV,,44307,,,0,0,2640.0
3130,22253,USA.PointAddress,00:00:00,92.43,00:00:00,"648 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,648,,,L,,,Rhodes,Ave,,648 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538606,41.076409,-81.538931,41.07643,-81.539606,-81.537606,41.075409,41.077409,648 S RHODES AV,,Akron,,,44307,,,22253,14022986,648 S RHODES AV,Akron,44307,,,0,0,2640.0
3131,22040,USA.PointAddress,00:00:00,100.0,00:00:00,"641 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,641,,,R,,,Edgewood,Ave,,641 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539765,41.07643,-81.539431,41.07643,-81.540765,-81.538765,41.07543,41.07743,641 EDGEWOOD AV,,Akron,,,44307,,,22040,9009029,641 EDGEWOOD AV,Akron,44307,,,0,0,2640.0
3132,21911,USA.PointAddress,00:00:00,100.0,00:00:00,"637 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,637,,,R,,,Edgewood,Ave,,637 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539765,41.0765,-81.539431,41.07654,-81.540765,-81.538765,41.0755,41.0775,637 EDGEWOOD AV,,,,,44307,,,21911,98-028152,637 EDGEWOOD AV,,44307,,,0,0,2640.0
3133,22021,USA.PointAddress,00:00:00,100.0,00:00:00,"640 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,640,,,L,,,Rhodes,Ave,,640 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538575,41.076532,-81.538901,41.07656,-81.539575,-81.537575,41.075532,41.077532,640 RHODES AVE,,,,,44307,,,22021,00-013973,640 RHODES AVE,,44307,,,0,0,2640.0
3134,22022,USA.PointAddress,00:00:00,92.43,00:00:00,"640 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,640,,,L,,,Rhodes,Ave,,640 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538575,41.076532,-81.538901,41.07656,-81.539575,-81.537575,41.075532,41.077532,640 S RHODES AV,,Akron,,,44307,,,22022,8017201,640 S RHODES AV,Akron,44307,,,0,0,2640.0
3135,21900,USA.PointAddress,00:00:00,92.43,00:00:00,"636 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,636,,,L,,,Rhodes,Ave,,636 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538545,41.076613,-81.538751,41.07666,-81.539545,-81.537545,41.075613,41.077613,636 S RHODES AV,,Akron,,,44307,,,21900,9032499,636 S RHODES AV,Akron,44307,,,0,0,2640.0
3136,21775,USA.PointAddress,00:00:00,100.0,00:00:00,"633 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,633,,,R,,,Edgewood,Ave,,633 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539755,41.07662,-81.539551,41.07666,-81.540755,-81.538755,41.07562,41.07762,633 EDGEWOOD AV,,Akron,,,44307,,,21775,8007582,633 EDGEWOOD AV,Akron,44307,,,0,0,2640.0
3137,21776,USA.PointAddress,00:00:00,100.0,00:00:00,"633 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,633,,,R,,,Edgewood,Ave,,633 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539755,41.07662,-81.539551,41.07666,-81.540755,-81.538755,41.07562,41.07762,633 EDGEWOOD AVE,,,,,44307,,,21776,96-010227,633 EDGEWOOD AVE,,44307,,,0,0,2640.0
3138,21777,USA.PointAddress,00:00:00,100.0,00:00:00,"633 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,633,,,R,,,Edgewood,Ave,,633 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539755,41.07662,-81.539551,41.07666,-81.540755,-81.538755,41.07562,41.07762,633 EDGEWOOD AVE #B,,,,,44307,,,21777,97-004868,633 EDGEWOOD AVE #B,,44307,,,0,0,2640.0
3139,21619,USA.PointAddress,00:00:00,100.0,00:00:00,"629 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,629,,,R,,,Edgewood,Ave,,629 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539755,41.07671,-81.539551,41.07676,-81.540755,-81.538755,41.07571,41.07771,629 EDGEWOOD AV,,,,,44307,,,21619,96-011217,629 EDGEWOOD AV,,44307,,,0,0,2640.0
3140,10149,USA.PointAddress,00:00:00,100.0,00:00:00,"201 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,201,,,R,W,,Chestnut,St,,201 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.530251,41.076748,-81.530401,41.07694,-81.531251,-81.529251,41.075748,41.077748,201 W CHESTNUT ST,,Akron,,,44307,,,10149,8028353,201 W CHESTNUT ST,Akron,44307,,,0,0,2640.0
3141,16773,USA.PointAddress,00:00:00,90.92,00:00:00,"452 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,452,,,R,W,,Chestnut,St,,452 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539341,41.076833,-81.539341,41.07671,-81.540341,-81.538341,41.075833,41.077833,452 W CHESTNUT,,,,,44307,,,16773,01-001011,452 W CHESTNUT,,44307,,,0,0,2640.0
3142,16774,USA.PointAddress,00:00:00,90.92,00:00:00,"452 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,452,,,R,W,,Chestnut,St,,452 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539341,41.076833,-81.539341,41.07671,-81.540341,-81.538341,41.075833,41.077833,452 W CHESTNUT AVE,,,,,44307,,,16774,96-018563,452 W CHESTNUT AVE,,44307,,,0,0,2640.0
3143,16718,USA.PointAddress,00:00:00,100.0,00:00:00,"450 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,450,,,R,W,,Chestnut,St,,450 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539212,41.076833,-81.539221,41.07671,-81.540212,-81.538212,41.075833,41.077833,450 W CHESTNUT ST,,Akron,,,44307,,,16718,10029671,450 W CHESTNUT ST,Akron,44307,,,0,0,2640.0
3144,16567,USA.PointAddress,00:00:00,90.92,00:00:00,"446 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,446,,,R,W,,Chestnut,St,,446 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539092,41.076833,-81.539091,41.07671,-81.540092,-81.538092,41.075833,41.077833,446 W CHESTNUT,,,,,44307,,,16567,96-019174,446 W CHESTNUT,,44307,,,0,0,2640.0
3145,16418,USA.PointAddress,00:00:00,90.92,00:00:00,"442 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,442,,,R,W,,Chestnut,St,,442 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538962,41.076833,-81.538961,41.07671,-81.539962,-81.537962,41.075833,41.077833,442 W CHESTNUT,,,,,44307,,,16418,96-012512,442 W CHESTNUT,,44307,,,0,0,2640.0
3146,16641,USA.PointAddress,00:00:00,90.92,00:00:00,"449 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,449,,,L,W,,Chestnut,St,,449 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539321,41.076888,-81.539321,41.07707,-81.540321,-81.538321,41.075888,41.077888,449 W CHESTNUT,,,,,44307,,,16641,01-004714,449 W CHESTNUT,,44307,,,0,0,2640.0
3147,16642,USA.PointAddress,00:00:00,100.0,00:00:00,"449 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,449,,,L,W,,Chestnut,St,,449 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539321,41.076888,-81.539321,41.07707,-81.540321,-81.538321,41.075888,41.077888,449 W CHESTNUT ST,,Akron,,,44307,,,16642,9012822,449 W CHESTNUT ST,Akron,44307,,,0,0,2640.0
3148,16592,USA.PointAddress,00:00:00,90.92,00:00:00,"447 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,447,,,L,W,,Chestnut,St,,447 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539202,41.076888,-81.539201,41.07706,-81.540202,-81.538202,41.075888,41.077888,447 W CHESTNUT,,,,,44307,,,16592,00-038227,447 W CHESTNUT,,44307,,,0,0,2640.0
3149,16525,USA.PointAddress,00:00:00,90.92,00:00:00,"445 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,445,,,L,W,,Chestnut,St,,445 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539092,41.076888,-81.539091,41.07706,-81.540092,-81.538092,41.075888,41.077888,445 W CHESTNUT,,,,,44307,,,16525,96-013095,445 W CHESTNUT,,44307,,,0,0,2640.0
3150,16526,USA.PointAddress,00:00:00,100.0,00:00:00,"445 W Chestnut St, Akron, Ohio, 44307",PointAddress,,,,,,,,445,,,L,W,,Chestnut,St,,445 W Chestnut St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539092,41.076888,-81.539091,41.07706,-81.540092,-81.538092,41.075888,41.077888,445 W CHESTNUT ST,,Akron,,,44307,,,16526,11026028,445 W CHESTNUT ST,Akron,44307,,,0,0,2640.0
3151,21166,USA.PointAddress,00:00:00,100.0,00:00:00,"609 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,609,,,R,,,Rhodes,Ave,,609 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538425,41.07699,-81.538351,41.07699,-81.539425,-81.537425,41.07599,41.07799,609 RHODES AV,,,,,44307,,,21166,96-042065,609 RHODES AV,,44307,,,0,0,2640.0
3152,21167,USA.PointAddress,00:00:00,92.43,00:00:00,"609 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,609,,,R,,,Rhodes,Ave,,609 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538425,41.07699,-81.538351,41.07699,-81.539425,-81.537425,41.07599,41.07799,609 S RHODES AV,,,,,44307,,,21167,96-035522,609 S RHODES AV,,44307,,,0,0,2640.0
3153,21168,USA.PointAddress,00:00:00,92.43,00:00:00,"609 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,609,,,R,,,Rhodes,Ave,,609 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538425,41.07699,-81.538351,41.07699,-81.539425,-81.537425,41.07599,41.07799,609 S RHODES AVE,,,,,44307,,,21168,98-040944,609 S RHODES AVE,,44307,,,0,0,2640.0
3154,21456,USA.PointAddress,00:00:00,92.43,00:00:00,"620 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,620,,,L,,,Rhodes,Ave,,620 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077001,-81.538761,41.077,-81.539498,-81.537498,41.076001,41.078001,620 S RHODES AV,,Akron,,,44307,,,21456,15000790,620 S RHODES AV,Akron,44307,,,0,0,2640.0
3155,36701,USA.PointAddress,00:00:00,92.43,00:00:00,"620 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,620,,,L,,,Rhodes,Ave,,620 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077001,-81.538761,41.077,-81.539498,-81.537498,41.076001,41.078001,IN FRONT OF 620 S RHODES AVE,,,,,44307,,,36701,02-034876,IN FRONT OF 620 S RHODES AVE,,44307,,,0,0,2640.0
3156,21389,USA.PointAddress,00:00:00,100.0,00:00:00,"619 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,619,,,R,,,Edgewood,Ave,,619 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539755,41.077011,-81.539541,41.07701,-81.540755,-81.538755,41.076011,41.078011,619 EDGEWOOD AV,,,,,44307,,,21389,96-011465,619 EDGEWOOD AV,,44307,,,0,0,2640.0
3157,21335,USA.PointAddress,00:00:00,100.0,00:00:00,"616 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,616,,,L,,,Rhodes,Ave,,616 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.0771,-81.538761,41.07711,-81.539498,-81.537498,41.0761,41.0781,616 RHODES AVE,,,,,44307,,,21335,97-032943,616 RHODES AVE,,44307,,,0,0,2640.0
3158,21337,USA.PointAddress,00:00:00,92.43,00:00:00,"616 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,616,,,L,,,Rhodes,Ave,,616 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.0771,-81.538761,41.07711,-81.539498,-81.537498,41.0761,41.0781,616 S RHODES AV,,Akron,,,44307,,,21337,8003438,616 S RHODES AV,Akron,44307,,,0,0,2640.0
3159,21258,USA.PointAddress,00:00:00,100.0,00:00:00,"612 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,612,,,L,,,Rhodes,Ave,,612 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077221,-81.538861,41.07722,-81.539498,-81.537498,41.076221,41.078221,612 RHODES AVE,,,,,44307,,,21258,05-029858,612 RHODES AVE,,44307,,,0,0,2640.0
3160,21260,USA.PointAddress,00:00:00,92.43,00:00:00,"612 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,612,,,L,,,Rhodes,Ave,,612 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077221,-81.538861,41.07722,-81.539498,-81.537498,41.076221,41.078221,612 S RHODES AV,,Akron,,,44307,,,21260,7026154,612 S RHODES AV,Akron,44307,,,0,0,2640.0
3161,21294,USA.StreetAddress,00:00:00,100.0,00:00:00,"614 Rhodes Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,614,630,590,L,,,Rhodes,Ave,,614 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538489,41.077291,-81.538489,41.077291,-81.539489,-81.537489,41.076291,41.078291,614 RHODES AVE,,,,,44307,,,21294,02-022483,614 RHODES AVE,,44307,,,0,0,2640.0
3162,21131,USA.PointAddress,00:00:00,100.0,00:00:00,"608 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,608,,,L,,,Rhodes,Ave,,608 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077321,-81.538861,41.07733,-81.539498,-81.537498,41.076321,41.078321,608 RHODES AV,,,,,44307,,,21131,96-012257,608 RHODES AV,,44307,,,0,0,2640.0
3163,21132,USA.PointAddress,00:00:00,100.0,00:00:00,"608 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,608,,,L,,,Rhodes,Ave,,608 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077321,-81.538861,41.07733,-81.539498,-81.537498,41.076321,41.078321,608 RHODES AVE,,,,,44307,,,21132,96-008943,608 RHODES AVE,,44307,,,0,0,2640.0
3164,21134,USA.PointAddress,00:00:00,92.43,00:00:00,"608 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,608,,,L,,,Rhodes,Ave,,608 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538498,41.077321,-81.538861,41.07733,-81.539498,-81.537498,41.076321,41.078321,608 S RHODES AV,,Akron,,,44307,,,21134,8013831,608 S RHODES AV,Akron,44307,,,0,0,2640.0
3165,30040,USA.StreetAddress,00:00:00,100.0,00:00:00,"899 Diagonal Rd, Akron, Ohio, 44320",StreetAddress,,,,,,,,899,899,855,R,,,Diagonal,Rd,,899 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.550789,41.077384,-81.550789,41.077384,-81.551789,-81.549789,41.076384,41.078384,899 DIAGONAL RD,,Akron,,,44320,,,30040,9017022,899 DIAGONAL RD,Akron,44320,,,0,0,2640.0
3166,21133,USA.StreetAddress,00:00:00,90.92,00:00:00,"608 Rhodes Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,608,630,590,L,,,Rhodes,Ave,,608 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538488,41.077396,-81.538488,41.077396,-81.539488,-81.537488,41.076396,41.078396,608 S RHODES,,,,,44307,,,21133,00-028079,608 S RHODES,,44307,,,0,0,2640.0
3167,29944,USA.StreetAddress,00:00:00,100.0,00:00:00,"895 Diagonal Rd, Akron, Ohio, 44320",StreetAddress,,,,,,,,895,899,855,R,,,Diagonal,Rd,,895 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.550764,41.077402,-81.550764,41.077402,-81.551764,-81.549764,41.076402,41.078402,895 DIAGONAL RD,,,,,44320,,,29944,98-024455,895 DIAGONAL RD,,44320,,,0,0,2640.0
3168,21043,USA.PointAddress,00:00:00,92.43,00:00:00,"603 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,603,,,R,,,Rhodes,Ave,,603 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538416,41.07743,-81.538241,41.07742,-81.539416,-81.537416,41.07643,41.07843,603 S RHODES AV,,,,,44307,,,21043,00-001531,603 S RHODES AV,,44307,,,0,0,2640.0
3169,21071,USA.PointAddress,00:00:00,100.0,00:00:00,"605 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,605,,,R,,,Edgewood,Ave,,605 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539745,41.07745,-81.539411,41.07745,-81.540745,-81.538745,41.07645,41.07845,605 EDGEWOOD AV,,,,,44307,,,21071,98-001673,605 EDGEWOOD AV,,44307,,,0,0,2640.0
3170,29044,USA.PointAddress,00:00:00,100.0,00:00:00,"864 Diagonal Rd, Akron, Ohio, 44320",PointAddress,,,,,,,,864,,,L,,,Diagonal,Rd,,864 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.550789,41.077454,-81.551011,41.07766,-81.551789,-81.549789,41.076454,41.078454,864 DIAGONAL RD,,Akron,,,44320,,,29044,10021147,864 DIAGONAL RD,Akron,44320,,,0,0,2640.0
3171,29815,USA.StreetAddress,00:00:00,90.92,00:00:00,"890 Diagonal Rd, Akron, Ohio, 44320",StreetAddress,,,,,,,,890,898,852,L,,,Diagonal,Rd,,890 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.55079,41.077458,-81.55079,41.077458,-81.55179,-81.54979,41.076458,41.078458,890 DIAGONAL,,,,,44320,,,29815,99-023361,890 DIAGONAL,,44320,,,0,0,2640.0
3172,29816,USA.StreetAddress,00:00:00,100.0,00:00:00,"890 Diagonal Rd, Akron, Ohio, 44320",StreetAddress,,,,,,,,890,898,852,L,,,Diagonal,Rd,,890 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.55079,41.077458,-81.55079,41.077458,-81.55179,-81.54979,41.076458,41.078458,890 DIAGONAL RD,,Akron,,,44320,,,29816,9035830,890 DIAGONAL RD,Akron,44320,,,0,0,2640.0
3173,20816,USA.StreetAddress,00:00:00,100.0,00:00:00,"597 Edgewood Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,597,627,597,R,,,Edgewood,Ave,,597 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539746,41.077474,-81.539746,41.077474,-81.540746,-81.538746,41.076474,41.078474,597 EDGEWOOD AV,,Akron,,,44307,,,20816,7028794,597 EDGEWOOD AV,Akron,44307,,,0,0,2640.0
3174,20954,USA.PointAddress,00:00:00,92.43,00:00:00,"600 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,600,,,L,,,Rhodes,Ave,,600 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538488,41.077541,-81.538851,41.07755,-81.539488,-81.537488,41.076541,41.078541,600 S RHODES AV,,,,,44307,,,20954,96-026436,600 S RHODES AV,,44307,,,0,0,2640.0
3175,20982,USA.PointAddress,00:00:00,100.0,00:00:00,"601 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,601,,,R,,,Edgewood,Ave,,601 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539745,41.07756,-81.539471,41.07756,-81.540745,-81.538745,41.07656,41.07856,601 EDGEWOOD AV,,,,,44307,,,20982,97-015078,601 EDGEWOOD AV,,44307,,,0,0,2640.0
3176,28873,USA.StreetAddress,00:00:00,90.1,00:00:00,"858 Diagonal Rd, Akron, Ohio, 44320",StreetAddress,,,,,,,,858,898,852,L,,,Diagonal,Rd,,858 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.550597,41.077594,-81.550597,41.077594,-81.551597,-81.549597,41.076594,41.078594,858 DIAGONAL RD,,Akron,,,44307,,,28873,14000918,858 DIAGONAL RD,Akron,44307,,,0,0,2640.0
3177,28728,USA.StreetAddress,00:00:00,90.1,00:00:00,"852 Diagonal Rd, Akron, Ohio, 44320",StreetAddress,,,,,,,,852,898,852,L,,,Diagonal,Rd,,852 Diagonal Rd,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.55056,41.07762,-81.55056,41.07762,-81.55156,-81.54956,41.07662,41.07862,852 DIAGONAL RD,,Akron,,,44307,,,28728,14001792,852 DIAGONAL RD,Akron,44307,,,0,0,2640.0
3178,20805,USA.PointAddress,00:00:00,92.43,00:00:00,"596 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,596,,,L,,,Rhodes,Ave,,596 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538488,41.07766,-81.538781,41.07766,-81.539488,-81.537488,41.07666,41.07866,596 S RHODES AV,,Akron,,,44307,,,20805,9003845,596 S RHODES AV,Akron,44307,,,0,0,2640.0
3179,20761,USA.PointAddress,00:00:00,100.0,00:00:00,"595 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,595,,,R,,,Edgewood,Ave,,595 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539745,41.077671,-81.539521,41.07767,-81.540745,-81.538745,41.076671,41.078671,595 EDGEWOOD AV,,Akron,,,44307,,,20761,7025589,595 EDGEWOOD AV,Akron,44307,,,0,0,2640.0
3180,20762,USA.PointAddress,00:00:00,100.0,00:00:00,"595 Edgewood Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,595,,,R,,,Edgewood,Ave,,595 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539745,41.077671,-81.539521,41.07767,-81.540745,-81.538745,41.076671,41.078671,595 EDGEWOOD AVE  APT 2,,,,,44307,,,20762,05-018277,595 EDGEWOOD AVE  APT 2,,44307,,,0,0,2640.0
3181,20577,USA.StreetAddress,00:00:00,100.0,00:00:00,"589 Edgewood Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,589,595,585,R,,,Edgewood,Ave,,589 Edgewood Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539745,41.077748,-81.539745,41.077748,-81.540745,-81.538745,41.076748,41.078748,589 EDGEWOOD AV,,Akron,,,44307,,,20577,11033609,589 EDGEWOOD AV,Akron,44307,,,0,0,2640.0
3182,25108,USA.StreetAddress,00:00:00,90.1,00:00:00,"730 Perkins Park Dr, Akron, Ohio, 44320",StreetAddress,,,,,,,,730,798,724,R,,,Perkins Park,Dr,,730 Perkins Park Dr,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.545734,41.077796,-81.545734,41.077796,-81.546734,-81.544734,41.076796,41.078796,730 PERKINS PARK DR,,Akron,,,44307,,,25108,8017023,730 PERKINS PARK DR,Akron,44307,,,0,0,2640.0
3183,25994,USA.PointAddress,00:00:00,100.0,00:00:00,"759 Perkins Park Dr, Akron, Ohio, 44320",PointAddress,,,,,,,,759,,,L,,,Perkins Park,Dr,,759 Perkins Park Dr,,Akron,,Ohio,44320,,USA,ENG,0.0,-81.547703,41.077798,-81.547721,41.07805,-81.548703,-81.546703,41.076798,41.078798,759 PERKINS PARK DR,,,,,44320,,,25994,97-012734,759 PERKINS PARK DR,,44320,,,0,0,2640.0
