objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_cv_buf,id,buff_dist
1735,17846,USA.StreetAddress,00:00:00,96.15,00:00:00,"491 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,491,401,499,R,,,Julien,Cir,,491 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505556,41.098768,-81.505556,41.098768,-81.506556,-81.504556,41.097768,41.099768,491 JULIAN CIR,,,,,44310,,,17846,98-022404,491 JULIAN CIR,,44310,,,0,0,2640.0
1736,17847,USA.StreetAddress,00:00:00,100.0,00:00:00,"491 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,491,401,499,R,,,Julien,Cir,,491 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505556,41.098768,-81.505556,41.098768,-81.506556,-81.504556,41.097768,41.099768,491 JULIEN CIR,,Akron,,,44310,,,17847,10028664,491 JULIEN CIR,Akron,44310,,,0,0,2640.0
1737,17848,USA.StreetAddress,00:00:00,100.0,00:00:00,"491 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,491,401,499,R,,,Julien,Cir,,491 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505556,41.098768,-81.505556,41.098768,-81.506556,-81.504556,41.097768,41.099768,491 JULIEN CIRCLE,,,,,44310,,,17848,99-012479,491 JULIEN CIRCLE,,44310,,,0,0,2640.0
1738,17849,USA.StreetAddress,00:00:00,100.0,00:00:00,"491 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,491,401,499,R,,,Julien,Cir,,491 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505556,41.098768,-81.505556,41.098768,-81.506556,-81.504556,41.097768,41.099768,491 JULIEN CR,,,,,44310,,,17849,99-012488,491 JULIEN CR,,44310,,,0,0,2640.0
1739,9559,USA.StreetAddress,00:00:00,90.1,00:00:00,"184 Reid Ter, Akron, Ohio, 44310",StreetAddress,,,,,,,,184,198,100,R,,,Reid,Ter,,184 Reid Ter,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.52115,41.098779,-81.52115,41.098779,-81.52215,-81.52015,41.097779,41.099779,184 REID TERR,,Akron,,,44304,,,9559,8017567,184 REID TERR,Akron,44304,,,0,0,2640.0
1740,17724,USA.StreetAddress,00:00:00,100.0,00:00:00,"486 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,486,400,498,L,,,Julien,Cir,,486 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505641,41.098782,-81.505641,41.098782,-81.506641,-81.504641,41.097782,41.099782,486 JULIEN CIR,,Akron,,,44310,,,17724,12012450,486 JULIEN CIR,Akron,44310,,,0,0,2640.0
1741,17887,USA.StreetAddress,00:00:00,100.0,00:00:00,"493 Butler Ave, Akron, Ohio, 44310",StreetAddress,,,,,,,,493,463,499,R,,,Butler,Ave,,493 Butler Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.50905,41.098789,-81.50905,41.098789,-81.51005,-81.50805,41.097789,41.099789,493 BUTLER AV,,Akron,,,44310,,,17887,11024332,493 BUTLER AV,Akron,44310,,,0,0,2640.0
1742,17196,USA.StreetAddress,00:00:00,100.0,00:00:00,"467 Marview Ave, Akron, Ohio, 44310",StreetAddress,,,,,,,,467,401,509,R,,,Marview,Ave,,467 Marview Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503224,41.098792,-81.503224,41.098792,-81.505224,-81.501224,41.096792,41.100792,467 MARVIEW AV,,Akron,,,44310,,,17196,13032300,467 MARVIEW AV,Akron,44310,,,0,0,2640.0
1743,18169,USA.PointAddress,00:00:00,100.0,00:00:00,"501 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,501,,,R,N,,Main,St,,501 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.511349,41.098798,-81.510971,41.09875,-81.512349,-81.510349,41.097798,41.099798,501 N MAIN ST,,Akron,,,44310,,,18169,8016653,501 N MAIN ST,Akron,44310,,,0,0,2640.0
1744,17726,USA.PointAddress,00:00:00,100.0,00:00:00,"486 Marview Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,486,,,L,,,Marview,Ave,,486 Marview Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503298,41.098801,-81.503561,41.09881,-81.504298,-81.502298,41.097801,41.099801,486 MARVIEW AV,,Akron,,,44310,,,17726,8001998,486 MARVIEW AV,Akron,44310,,,0,0,2640.0
1745,18132,USA.PointAddress,00:00:00,100.0,00:00:00,"500 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,500,,,L,N,,Main,St,,500 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.511425,41.098803,-81.511901,41.0989,-81.512425,-81.510425,41.097803,41.099803,500 N MAIN ST,,Akron,,,44310,,,18132,9010778,500 N MAIN ST,Akron,44310,,,0,0,2640.0
1746,17977,USA.StreetAddress,00:00:00,100.0,00:00:00,"497 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,497,401,499,R,,,Julien,Cir,,497 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505501,41.098806,-81.505501,41.098806,-81.506501,-81.504501,41.097806,41.099806,497 JULIEN CIR,,Akron,,,44310,,,17977,9029510,497 JULIEN CIR,Akron,44310,,,0,0,2640.0
1747,17978,USA.StreetAddress,00:00:00,100.0,00:00:00,"497 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,497,401,499,R,,,Julien,Cir,,497 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505501,41.098806,-81.505501,41.098806,-81.506501,-81.504501,41.097806,41.099806,497 JULIEN CIRCLE,,,,,44310,,,17978,99-024901,497 JULIEN CIRCLE,,44310,,,0,0,2640.0
1748,17422,USA.StreetAddress,00:00:00,100.0,00:00:00,"473 Oxford Ave, Akron, Ohio, 44310",StreetAddress,,,,,,,,473,413,519,R,,,Oxford,Ave,,473 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501217,41.098806,-81.501217,41.098806,-81.502217,-81.500217,41.097806,41.099806,473 OXFORD AV,,Akron,,,44310,,,17422,8015962,473 OXFORD AV,Akron,44310,,,0,0,2640.0
1749,17658,USA.PointAddress,00:00:00,100.0,00:00:00,"483 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,483,,,R,,,Patterson,Ave,,483 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502205,41.098809,-81.501951,41.09881,-81.503205,-81.501205,41.097809,41.099809,483 PATTERSON AV,,Akron,,,44310,,,17658,7030709,483 PATTERSON AV,Akron,44310,,,0,0,2640.0
1750,17657,USA.PointAddress,00:00:00,100.0,00:00:00,"483 Oxford Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,483,,,R,,,Oxford,Ave,,483 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501215,41.098809,-81.500951,41.09881,-81.502215,-81.500215,41.097809,41.099809,483 OXFORD AV,,Akron,,,44310,,,17657,9033907,483 OXFORD AV,Akron,44310,,,0,0,2640.0
1751,17668,USA.PointAddress,00:00:00,100.0,00:00:00,"484 Delmar Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,484,,,L,,,Delmar,Ave,,484 Delmar Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504388,41.098812,-81.504641,41.09882,-81.505388,-81.503388,41.097812,41.099812,484 DELMAR AV,,Akron,,,44310,,,17668,12007368,484 DELMAR AV,Akron,44310,,,0,0,2640.0
1752,17651,USA.PointAddress,00:00:00,90.92,00:00:00,"483 Delmar Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,483,,,R,,,Delmar,Ave,,483 Delmar Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504315,41.09882,-81.504021,41.09882,-81.505315,-81.503315,41.09782,41.09982,483 DELMAR,,,,,44310,,,17651,99-038043,483 DELMAR,,44310,,,0,0,2640.0
1753,17877,USA.StreetAddress,00:00:00,100.0,00:00:00,"492 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,492,400,498,L,,,Julien,Cir,,492 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505587,41.09882,-81.505587,41.09882,-81.506587,-81.504587,41.09782,41.09982,492 JULIEN CIR,,Akron,,,44310,,,17877,9036018,492 JULIEN CIR,Akron,44310,,,0,0,2640.0
1754,17910,USA.StreetAddress,00:00:00,100.0,00:00:00,"494 Julien Cir, Akron, Ohio, 44310",StreetAddress,,,,,,,,494,400,498,L,,,Julien,Cir,,494 Julien Cir,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.505568,41.098833,-81.505568,41.098833,-81.506568,-81.504568,41.097833,41.099833,494 JULIEN CIR,,Akron,,,44310,,,17910,10004551,494 JULIEN CIR,Akron,44310,,,0,0,2640.0
1755,17927,USA.PointAddress,00:00:00,100.0,00:00:00,"495 N Howard St, Akron, Ohio, 44310",PointAddress,,,,,,,,495,,,R,N,,Howard,St,,495 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515485,41.098846,-81.515121,41.09882,-81.516485,-81.514485,41.097846,41.099846,495 N HOWARD ST,,Akron,,,44310,,,17927,8019547,495 N HOWARD ST,Akron,44310,,,0,0,2640.0
1756,17970,USA.PointAddress,00:00:00,100.0,00:00:00,"497 Dayton St, Akron, Ohio, 44310",PointAddress,,,,,,,,497,,,R,,,Dayton,St,,497 Dayton St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.507536,41.098846,-81.507091,41.09884,-81.508536,-81.506536,41.097846,41.099846,497 DAYTON ST,,Akron,,,44310,,,17970,9026251,497 DAYTON ST,Akron,44310,,,0,0,2640.0
1757,17906,USA.StreetAddress,00:00:00,100.0,00:00:00,"494 Butler Ave, Akron, Ohio, 44310",StreetAddress,,,,,,,,494,462,498,L,,,Butler,Ave,,494 Butler Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509122,41.098864,-81.509122,41.098864,-81.510122,-81.508122,41.097864,41.099864,494 BUTLER AV,,Akron,,,44310,,,17906,12011270,494 BUTLER AV,Akron,44310,,,0,0,2640.0
1758,18176,USA.PointAddress,00:00:00,100.0,00:00:00,"501 Schiller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,501,,,R,,,Schiller,Ave,,501 Schiller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.514045,41.098877,-81.513721,41.09889,-81.515045,-81.513045,41.097877,41.099877,501 SCHILLER AV,,Akron,,,44310,,,18176,9025246,501 SCHILLER AV,Akron,44310,,,0,0,2640.0
1759,18177,USA.PointAddress,00:00:00,100.0,00:00:00,"501 Schiller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,501,,,R,,,Schiller,Ave,,501 Schiller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.514045,41.098877,-81.513721,41.09889,-81.515045,-81.513045,41.097877,41.099877,501 SCHILLER AVE,,,,,44310,,,18177,99-007111,501 SCHILLER AVE,,44310,,,0,0,2640.0
1760,12603,USA.StreetAddress,00:00:00,90.1,00:00:00,"303 Cuyahoga St, Akron, Ohio, 44310",StreetAddress,,,,,,,,303,301,359,R,,,Cuyahoga,St,,303 Cuyahoga St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.521426,41.098882,-81.521426,41.098882,-81.522426,-81.520426,41.097882,41.099882,303 CUYAHOGA ST,,Akron,,,44304,,,12603,10020121,303 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
1761,34413,USA.StreetName,00:00:00,88.65,00:00:00,"Delmar Ave, Akron, Ohio, 44310",StreetName,,,,,,,,,,,,,,Delmar,Ave,,Delmar Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504346,41.098887,-81.504346,41.098887,-81.507346,-81.501346,41.095887,41.101887,DELMAR ST,,,,,44310,,,34413,07-022610,DELMAR ST,,44310,,,0,0,2640.0
1762,18219,USA.StreetAddress,00:00:00,100.0,00:00:00,"503 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,503,489,509,R,N,,Howard,St,,503 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.51547,41.098917,-81.51547,41.098917,-81.51647,-81.51447,41.097917,41.099917,503 N HOWARD ST,,Akron,,,44310,,,18219,13004410,503 N HOWARD ST,Akron,44310,,,0,0,2640.0
1763,18220,USA.StreetAddress,00:00:00,100.0,00:00:00,"503 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,503,489,509,R,N,,Howard,St,,503 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.51547,41.098917,-81.51547,41.098917,-81.51647,-81.51447,41.097917,41.099917,503 N HOWARD ST APT A,,,,,44310,,,18220,02-013877,503 N HOWARD ST APT A,,44310,,,0,0,2640.0
1764,17742,USA.PointAddress,00:00:00,100.0,00:00:00,"487 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,487,,,R,,,Patterson,Ave,,487 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502205,41.09892,-81.501951,41.09892,-81.503205,-81.501205,41.09792,41.09992,487 PATTERSON AV,,Akron,,,44310,,,17742,12009172,487 PATTERSON AV,Akron,44310,,,0,0,2640.0
1765,17761,USA.PointAddress,00:00:00,100.0,00:00:00,"488 Marview Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,488,,,L,,,Marview,Ave,,488 Marview Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503298,41.098921,-81.503561,41.09892,-81.504298,-81.502298,41.097921,41.099921,488 MARVIEW AV,,Akron,,,44310,,,17761,8022010,488 MARVIEW AV,Akron,44310,,,0,0,2640.0
1766,17765,USA.PointAddress,00:00:00,100.0,00:00:00,"488 Oxford Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,488,,,L,,,Oxford,Ave,,488 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501288,41.098921,-81.501531,41.09892,-81.502288,-81.500288,41.097921,41.099921,488 OXFORD AV,,Akron,,,44310,,,17765,14010109,488 OXFORD AV,Akron,44310,,,0,0,2640.0
1767,9558,USA.PointAddress,00:00:00,100.0,00:00:00,"184 Reid Ter, Akron, Ohio, 44310",PointAddress,,,,,,,,184,,,R,,,Reid,Ter,,184 Reid Ter,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.520595,41.098924,-81.520701,41.09855,-81.521595,-81.519595,41.097924,41.099924,184 REID TER,,Akron,,,44310,,,9558,11015668,184 REID TER,Akron,44310,,,0,0,2640.0
1768,17755,USA.PointAddress,00:00:00,100.0,00:00:00,"488 Delmar Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,488,,,L,,,Delmar,Ave,,488 Delmar Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504388,41.098932,-81.504641,41.09893,-81.505388,-81.503388,41.097932,41.099932,488 DELMAR AV,,Akron,,,44310,,,17755,12005096,488 DELMAR AV,Akron,44310,,,0,0,2640.0
1769,17777,USA.PointAddress,00:00:00,100.0,00:00:00,"489 Marview Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,489,,,R,,,Marview,Ave,,489 Marview Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503225,41.09894,-81.502951,41.09893,-81.504225,-81.502225,41.09794,41.09994,489 MARVIEW AV,,Akron,,,44310,,,17777,8021868,489 MARVIEW AV,Akron,44310,,,0,0,2640.0
1770,17778,USA.PointAddress,00:00:00,100.0,00:00:00,"489 Marview Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,489,,,R,,,Marview,Ave,,489 Marview Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503225,41.09894,-81.502951,41.09893,-81.504225,-81.502225,41.09794,41.09994,489 MARVIEW AVE,,,,,44310,,,17778,96-017778,489 MARVIEW AVE,,44310,,,0,0,2640.0
1771,18183,USA.PointAddress,00:00:00,100.0,00:00:00,"502 Dayton St, Akron, Ohio, 44310",PointAddress,,,,,,,,502,,,L,,,Dayton,St,,502 Dayton St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.507598,41.098944,-81.507851,41.09895,-81.508598,-81.506598,41.097944,41.099944,502 DAYTON ST,,Akron,,,44310,,,18183,11029664,502 DAYTON ST,Akron,44310,,,0,0,2640.0
1772,12689,USA.PointAddress,00:00:00,100.0,00:00:00,"309 Cuyahoga St, Akron, Ohio, 44310",PointAddress,,,,,,,,309,,,R,,,Cuyahoga,St,,309 Cuyahoga St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.521491,41.099015,-81.521091,41.09911,-81.522491,-81.520491,41.098015,41.100015,309 CUYAHOGA ST,,,,,44310,,,12689,99-004085,309 CUYAHOGA ST,,44310,,,0,0,2640.0
1773,18317,USA.StreetAddress,00:00:00,100.0,00:00:00,"507 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,507,489,509,R,N,,Howard,St,,507 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515458,41.099025,-81.515458,41.099025,-81.516458,-81.514458,41.098025,41.100025,507 N HOWARD ST,,Akron,,,44310,,,18317,10031616,507 N HOWARD ST,Akron,44310,,,0,0,2640.0
1774,18318,USA.StreetAddress,00:00:00,100.0,00:00:00,"507 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,507,489,509,R,N,,Howard,St,,507 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515458,41.099025,-81.515458,41.099025,-81.516458,-81.514458,41.098025,41.100025,507 N HOWARD ST #B,,,,,44310,,,18318,97-004774,507 N HOWARD ST #B,,44310,,,0,0,2640.0
1775,18319,USA.StreetAddress,00:00:00,100.0,00:00:00,"507 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,507,489,509,R,N,,Howard,St,,507 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515458,41.099025,-81.515458,41.099025,-81.516458,-81.514458,41.098025,41.100025,507 N HOWARD ST APT A,,,,,44310,,,18319,03-022483,507 N HOWARD ST APT A,,44310,,,0,0,2640.0
1776,17853,USA.PointAddress,00:00:00,100.0,00:00:00,"491 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,491,,,R,,,Patterson,Ave,,491 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502205,41.09903,-81.501941,41.09903,-81.503205,-81.501205,41.09803,41.10003,491 PATTERSON AV,,Akron,,,44310,,,17853,13007916,491 PATTERSON AV,Akron,44310,,,0,0,2640.0
1777,17852,USA.PointAddress,00:00:00,100.0,00:00:00,"491 Oxford Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,491,,,R,,,Oxford,Ave,,491 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501215,41.09903,-81.500951,41.09903,-81.502215,-81.500215,41.09803,41.10003,491 OXFORD AV,,Akron,,,44310,,,17852,12017863,491 OXFORD AV,Akron,44310,,,0,0,2640.0
1778,12673,USA.StreetAddress,00:00:00,90.1,00:00:00,"308 Cuyahoga St, Akron, Ohio, 44310",StreetAddress,,,,,,,,308,300,350,L,,,Cuyahoga,St,,308 Cuyahoga St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.521575,41.099036,-81.521575,41.099036,-81.522575,-81.520575,41.098036,41.100036,308 CUYAHOGA ST,,Akron,,,44304,,,12673,10007036,308 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
1779,18285,USA.PointAddress,00:00:00,100.0,00:00:00,"505 Schiller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,505,,,R,,,Schiller,Ave,,505 Schiller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.514036,41.099038,-81.513701,41.09908,-81.515036,-81.513036,41.098038,41.100038,505 SCHILLER AV,,,,,44310,,,18285,97-037326,505 SCHILLER AV,,44310,,,0,0,2640.0
1780,17870,USA.PointAddress,00:00:00,100.0,00:00:00,"492 Delmar Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,492,,,L,,,Delmar,Ave,,492 Delmar Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504378,41.099041,-81.504641,41.09904,-81.505378,-81.503378,41.098041,41.100041,492 DELMAR AV,,Akron,,,44310,,,17870,10018766,492 DELMAR AV,Akron,44310,,,0,0,2640.0
1781,17880,USA.PointAddress,00:00:00,100.0,00:00:00,"492 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,492,,,L,,,Patterson,Ave,,492 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502278,41.099041,-81.502531,41.09904,-81.503278,-81.501278,41.098041,41.100041,492 PATTERSON AV,,Akron,,,44310,,,17880,14009578,492 PATTERSON AV,Akron,44310,,,0,0,2640.0
1782,17841,USA.PointAddress,00:00:00,100.0,00:00:00,"491 Delmar Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,491,,,R,,,Delmar,Ave,,491 Delmar Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504305,41.099049,-81.504011,41.09904,-81.505305,-81.503305,41.098049,41.100049,491 DELMAR AV,,Akron,,,44310,,,17841,8036937,491 DELMAR AV,Akron,44310,,,0,0,2640.0
1783,7270,USA.PointAddress,00:00:00,100.0,00:00:00,"142 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,142,,,R,,,Jesse,Ave,,142 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.510222,41.099063,-81.510221,41.09887,-81.511222,-81.509222,41.098063,41.100063,142 JESSE AV,,Akron,,,44310,,,7270,9029310,142 JESSE AV,Akron,44310,,,0,0,2640.0
1784,7530,USA.PointAddress,00:00:00,100.0,00:00:00,"146 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,146,,,R,,,Jesse,Ave,,146 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.510081,41.099063,-81.510081,41.09887,-81.511081,-81.509081,41.098063,41.100063,146 JESSE AV,,,,,44310,,,7530,96-015876,146 JESSE AV,,44310,,,0,0,2640.0
1785,7913,USA.PointAddress,00:00:00,100.0,00:00:00,"152 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,152,,,R,,,Jesse,Ave,,152 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509951,41.099063,-81.509951,41.09888,-81.510951,-81.508951,41.098063,41.100063,152 JESSE AV,,Akron,,,44310,,,7913,8028293,152 JESSE AV,Akron,44310,,,0,0,2640.0
1786,8038,USA.PointAddress,00:00:00,100.0,00:00:00,"154 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,154,,,R,,,Jesse,Ave,,154 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509822,41.099063,-81.509811,41.09888,-81.510822,-81.508822,41.098063,41.100063,154 JESSE AV,,,,,44310,,,8038,97-001626,154 JESSE AV,,44310,,,0,0,2640.0
1787,8456,USA.PointAddress,00:00:00,100.0,00:00:00,"160 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,160,,,R,,,Jesse,Ave,,160 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509551,41.099073,-81.509541,41.09888,-81.510551,-81.508551,41.098073,41.100073,160 JESSE AV,,Akron,,,44310,,,8456,8013736,160 JESSE AV,Akron,44310,,,0,0,2640.0
1788,8715,USA.PointAddress,00:00:00,100.0,00:00:00,"164 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,164,,,R,,,Jesse,Ave,,164 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509412,41.099073,-81.509411,41.09888,-81.510412,-81.508412,41.098073,41.100073,164 JESSE AV,,Akron,,,44310,,,8715,11016138,164 JESSE AV,Akron,44310,,,0,0,2640.0
1789,9317,USA.PointAddress,00:00:00,100.0,00:00:00,"178 Jesse Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,178,,,R,,,Jesse,Ave,,178 Jesse Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.508921,41.099073,-81.508931,41.09888,-81.509921,-81.507921,41.098073,41.100073,178 JESSE AV,,Akron,,,44310,,,9317,10014495,178 JESSE AV,Akron,44310,,,0,0,2640.0
1790,18383,USA.StreetAddress,00:00:00,90.92,00:00:00,"509 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,509,489,509,R,N,,Howard,St,,509 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515452,41.099079,-81.515452,41.099079,-81.516452,-81.514452,41.098079,41.100079,509 N HOWARD,,,,,44310,,,18383,03-018930,509 N HOWARD,,44310,,,0,0,2640.0
1791,18384,USA.StreetAddress,00:00:00,100.0,00:00:00,"509 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,509,489,509,R,N,,Howard,St,,509 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515452,41.099079,-81.515452,41.099079,-81.516452,-81.514452,41.098079,41.100079,509 N HOWARD ST,,Akron,,,44310,,,18384,9007480,509 N HOWARD ST,Akron,44310,,,0,0,2640.0
1792,18385,USA.StreetAddress,00:00:00,100.0,00:00:00,"509 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,509,489,509,R,N,,Howard,St,,509 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515452,41.099079,-81.515452,41.099079,-81.516452,-81.514452,41.098079,41.100079,509 N HOWARD ST (REAR),,,,,44310,,,18385,97-022918,509 N HOWARD ST (REAR),,44310,,,0,0,2640.0
1793,18386,USA.StreetAddress,00:00:00,100.0,00:00:00,"509 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,509,489,509,R,N,,Howard,St,,509 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515452,41.099079,-81.515452,41.099079,-81.516452,-81.514452,41.098079,41.100079,509 N HOWARD ST A,,,,,44310,,,18386,01-042976,509 N HOWARD ST A,,44310,,,0,0,2640.0
1794,18387,USA.StreetAddress,00:00:00,100.0,00:00:00,"509 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,509,489,509,R,N,,Howard,St,,509 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515452,41.099079,-81.515452,41.099079,-81.516452,-81.514452,41.098079,41.100079,509 N HOWARD ST APT A,,,,,44310,,,18387,02-010953,509 N HOWARD ST APT A,,44310,,,0,0,2640.0
1795,18388,USA.StreetAddress,00:00:00,100.0,00:00:00,"509 N Howard St, Akron, Ohio, 44310",StreetAddress,,,,,,,,509,489,509,R,N,,Howard,St,,509 N Howard St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.515452,41.099079,-81.515452,41.099079,-81.516452,-81.514452,41.098079,41.100079,509 N. HOWARD ST APT A,,,,,44310,,,18388,00-019655,509 N. HOWARD ST APT A,,44310,,,0,0,2640.0
